,Name,Platform_Name,Release_Date,New_Release_Date,Release_Year
7219,Dragon Star Varnir,PlayStation4,11-Jun-19,2019-06-11,2019
7220,Taito Legends,PC,10-Nov-05,2005-11-10,2005
7221,ToeJam & Earl: Back in the Groove!,Switch,15-Feb-19,2019-02-15,2019
7222,Nano Assault,3DS,05-Dec-11,2011-12-05,2011
7223,Assetto Corsa Competizione,XboxOne,23-Jun-20,2020-06-23,2020
7224,Star Conflict,PC,27-Feb-13,2013-02-27,2013
7225,Atelier Ryza: Ever Darkness & the Secret Hideout,PlayStation4,29-Oct-19,2019-10-29,2019
7226,Elebits: The Adventures of Kai and Zero,DS,06-Jan-09,2009-01-06,2009
7227,We Love Golf!,Wii,15-Jul-08,2008-07-15,2008
7228,Mortal Kombat 11: Aftermath,PlayStation4,26-May-20,2020-05-26,2020
7229,Labyrinth of Refrain: Coven of Dusk,PlayStation4,18-Sep-18,2018-09-18,2018
7230,Gravity Crash Ultra,PlayStationVita,12-Aug-14,2014-08-12,2014
7231,Anodyne,PC,04-Feb-13,2013-02-04,2013
7232,Manhunt,PC,20-Apr-04,2004-04-20,2004
7233,Crimson Sea 2,PlayStation2,30-Mar-04,2004-03-30,2004
7234,Disney Sports Soccer,GameCube,17-Nov-02,2002-11-17,2002
7235,Bomberman Max 2: Red Advance,GameBoyAdvance,30-May-02,2002-05-30,2002
7236,Star Wars Galactic Battlegrounds,PC,11-Nov-01,2001-11-11,2001
7237,Earth 2150: The Moon Project,PC,11-Mar-01,2001-03-11,2001
7238,FRACT OSC,PC,22-Apr-14,2014-04-22,2014
7239,Ice Age: Dawn of the Dinosaurs,Wii,30-Jun-09,2009-06-30,2009
7240,All-Pro Football 2K8,Xbox360,16-Jul-07,2007-07-16,2007
7241,Willy Jetman: Astromonkey's Revenge,Switch,31-Jan-20,2020-01-31,2020
7242,Aqua Kitty UDX,Switch,15-Feb-18,2018-02-15,2018
7243,Ken Follett's The Pillars of the Earth,PlayStation4,12-Sep-17,2017-09-12,2017
7244,Destiny,XboxOne,09-Sep-14,2014-09-09,2014
7245,MLB 13: The Show,PlayStationVita,05-Mar-13,2013-03-05,2013
7246,Savage 2: A Tortured Soul,PC,16-Jan-08,2008-01-16,2008
7247,Hard Corps: Uprising,Xbox360,16-Feb-11,2011-02-16,2011
7248,SiN Episodes: Emergence,PC,09-May-06,2006-05-09,2006
7249,Call of Duty 4: Modern Warfare,DS,05-Nov-07,2007-11-05,2007
7250,Guilty Gear XX Accent Core,Wii,15-Oct-07,2007-10-15,2007
7251,Feel the Magic: XY/XX,DS,16-Nov-04,2004-11-16,2004
7252,Mafia II,PlayStation3,24-Aug-10,2010-08-24,2010
7253,The Denpa Men 3: The Rise of Digitoll,3DS,08-May-14,2014-05-08,2014
7254,Utawarerumono: Mask of Truth,PlayStation4,05-Sep-17,2017-09-05,2017
7255,Ittle Dew 2,PlayStation4,15-Nov-16,2016-11-15,2016
7256,Shantae and the Pirate's Curse,PlayStation4,09-Apr-16,2016-04-09,2016
7257,The Wolf Among Us: Episode 5 - Cry Wolf,PlayStation3,08-Jul-14,2014-07-08,2014
7258,Transformers: War for Cybertron,PC,22-Jun-10,2010-06-22,2010
7259,Ace Combat Zero: The Belkan War,PlayStation2,25-Apr-06,2006-04-25,2006
7260,The Room VR: A Dark Matter,PlayStation4,26-Mar-20,2020-03-26,2020
7261,The Little Acre,XboxOne,13-Dec-16,2016-12-13,2016
7262,Stick it to the Man!,PlayStation4,06-May-14,2014-05-06,2014
7263,Shadowbane,PC,25-Mar-03,2003-03-25,2003
7264,Fire Emblem: Three Houses - Side Story: Cindered Shadows,Switch,13-Feb-20,2020-02-13,2020
7265,Immortal Cities: Children of the Nile,PC,08-Nov-04,2004-11-08,2004
7266,Test Drive Unlimited,PlayStation2,20-Mar-07,2007-03-20,2007
7267,The Maw,Xbox360,21-Jan-09,2009-01-21,2009
7268,Crossing Souls,PlayStation4,13-Feb-18,2018-02-13,2018
7269,Raskulls,Xbox360,29-Dec-10,2010-12-29,2010
7270,Crying Suns,PC,18-Sep-19,2019-09-18,2019
7271,Heavy Rain,PC,24-Jun-19,2019-06-24,2019
7272,BattleForge,PC,23-Mar-09,2009-03-23,2009
7273,Madden NFL 08,PSP,14-Aug-07,2007-08-14,2007
7274,Patapon 2 Remastered,PlayStation4,30-Jan-20,2020-01-30,2020
7275,Gravity Ghost,PC,26-Jan-15,2015-01-26,2015
7276,WWE SmackDown vs. Raw 2011,Xbox360,26-Oct-10,2010-10-26,2010
7277,Elebits,Wii,12-Dec-06,2006-12-12,2006
7278,Full Metal Furies,XboxOne,17-Jan-18,2018-01-17,2018
7279,The Evil Within,PlayStation4,14-Oct-14,2014-10-14,2014
7280,AquaPazza: AquaPlus Dream Match,PlayStation3,19-Nov-13,2013-11-19,2013
7281,River City Ransom EX,GameBoyAdvance,25-May-04,2004-05-25,2004
7282,The Elder Scrolls Online: Morrowind,PlayStation4,06-Jun-17,2017-06-06,2017
7283,Folklore,PlayStation3,09-Oct-07,2007-10-09,2007
7284,Syndicate,PlayStation3,21-Feb-12,2012-02-21,2012
7285,Magic: The Gathering - Duels of the Planeswalkers,Xbox360,16-Oct-09,2009-10-16,2009
7286,RIVE,PlayStation4,13-Sep-16,2016-09-13,2016
7287,Frontlines: Fuel of War,Xbox360,25-Feb-08,2008-02-25,2008
7288,Dead or Alive 5 Ultimate,Xbox360,03-Sep-13,2013-09-03,2013
7289,Victor Vran,PC,24-Jul-15,2015-07-24,2015
7290,Dying Light,PC,27-Jan-15,2015-01-27,2015
7291,Resident Evil: Revelations 2 - Episode 1: Penal Colony,PlayStation4,24-Feb-15,2015-02-24,2015
7292,Roundabout,PC,18-Sep-14,2014-09-18,2014
7293,The Night of the Rabbit,PC,28-May-13,2013-05-28,2013
7294,Me & My Katamari,PSP,21-Mar-06,2006-03-21,2006
7295,Archer Maclean's Mercury,PSP,06-Apr-05,2005-04-06,2005
7296,Front Mission 4,PlayStation2,15-Jun-04,2004-06-15,2004
7297,All-Star Baseball 2005,Xbox,23-Mar-04,2004-03-23,2004
7298,I-Ninja,Xbox,04-Dec-03,2003-12-04,2003
7299,Dark Age of Camelot: Trials of Atlantis,PC,28-Oct-03,2003-10-28,2003
7300,Monster Truck Madness,GameBoyAdvance,11-Aug-03,2003-08-11,2003
7301,The Lost Vikings,GameBoyAdvance,30-Mar-03,2003-03-30,2003
7302,Star Wars Jedi Knight II: Jedi Outcast,GameCube,20-Nov-02,2002-11-20,2002
7303,Aggressive Inline,GameBoyAdvance,27-Aug-02,2002-08-27,2002
7304,Bomberman Max 2: Blue Advance,GameBoyAdvance,30-May-02,2002-05-30,2002
7305,Spider-Man: The Movie,PC,16-Apr-02,2002-04-16,2002
7306,The Typing of the Dead,PC,23-Sep-01,2001-09-23,2001
7307,SimCoaster,PC,29-Jan-01,2001-01-29,2001
7308,Super Bust-A-Move,PlayStation2,26-Nov-00,2000-11-26,2000
7309,Tom Clancy's Rainbow Six: Rogue Spear,Dreamcast,20-Nov-00,2000-11-20,2000
7310,Kessen,PlayStation2,13-Nov-00,2000-11-13,2000
7311,Ruiner,PC,26-Sep-17,2017-09-26,2017
7312,The Sims 2,PlayStation2,24-Oct-05,2005-10-24,2005
7313,Pokemon Sword / Shield: The Crown Tundra,Switch,22-Oct-20,2020-10-22,2020
7314,Call of Duty: Black Ops II - Revolution,Xbox360,29-Jan-13,2013-01-29,2013
7315,Get Even,PC,20-Jun-17,2017-06-20,2017
7316,Culdcept Saga,Xbox360,05-Feb-08,2008-02-05,2008
7317,Battlezone: Gold Edition,XboxOne,01-May-18,2018-05-01,2018
7318,Pokemon Picross,3DS,03-Dec-15,2015-12-03,2015
7319,Spin the Bottle: Bumpie's Party,WiiU,08-Aug-13,2013-08-08,2013
7320,PlayStation All-Stars Battle Royale,PlayStationVita,20-Nov-12,2012-11-20,2012
7321,Iron Brigade,PC,13-Aug-12,2012-08-13,2012
7322,Naruto: Ultimate Ninja Storm,PlayStation3,04-Nov-08,2008-11-04,2008
7323,I Am Setsuna,Switch,03-Mar-17,2017-03-03,2017
7324,Alice: Madness Returns,PC,14-Jun-11,2011-06-14,2011
7325,Concrete Genie,PlayStation4,08-Oct-19,2019-10-08,2019
7326,Hitman - Intro Pack,PC,11-Mar-16,2016-03-11,2016
7327,Not a Hero,PC,14-May-15,2015-05-14,2015
7328,Afterparty,PC,29-Oct-19,2019-10-29,2019
7329,LEGO Rock Band,PlayStation3,03-Nov-09,2009-11-03,2009
7330,Bloodroots,Switch,28-Feb-20,2020-02-28,2020
7331,Persona Dancing: Endless Night Collection,PlayStation4,04-Dec-18,2018-12-04,2018
7332,Valentino Rossi The Game,PlayStation4,17-Jun-16,2016-06-17,2016
7333,GRID Autosport,PlayStation3,24-Jun-14,2014-06-24,2014
7334,Star Trek: Bridge Crew,PlayStation4,30-May-17,2017-05-30,2017
7335,The Sims 2,Xbox,24-Oct-05,2005-10-24,2005
7336,Attack on Titan 2,PlayStation4,20-Mar-18,2018-03-20,2018
7337,Scarface: The World Is Yours,PlayStation2,08-Oct-06,2006-10-08,2006
7338,Ghost of a Tale,PC,13-Mar-18,2018-03-13,2018
7339,Tokyo Xanadu eX+,PlayStation4,08-Dec-17,2017-12-08,2017
7340,Table Top Racing: World Tour,XboxOne,10-Mar-17,2017-03-10,2017
7341,Transformers: Devastation,XboxOne,06-Oct-15,2015-10-06,2015
7342,Cloudberry Kingdom,WiiU,01-Aug-13,2013-08-01,2013
7343,And Yet It Moves,PC,02-Apr-09,2009-04-02,2009
7344,Top Spin 3,PlayStation3,23-Jun-08,2008-06-23,2008
7345,Fenix Rage,PC,24-Sep-14,2014-09-24,2014
7346,Uplink: Hacker Elite,PC,09-Oct-01,2001-10-09,2001
7347,Another World,Switch,09-Jul-18,2018-07-09,2018
7348,"Sakura Wars: So Long, My Love",Wii,30-Mar-10,2010-03-30,2010
7349,Quake 4,Xbox360,18-Nov-05,2005-11-18,2005
7350,Crash Bandicoot 2: N-Tranced,GameBoyAdvance,07-Jan-03,2003-01-07,2003
7351,Dead Head Fred,PSP,28-Aug-07,2007-08-28,2007
7352,DiRT Showdown,Xbox360,12-Jun-12,2012-06-12,2012
7353,Manifold Garden,Switch,18-Aug-20,2020-08-18,2020
7354,DreamWorks Kung Fu Panda,Xbox360,03-Jun-08,2008-06-03,2008
7355,Push Me Pull You,PlayStation4,03-May-16,2016-05-03,2016
7356,Shank,PlayStation3,24-Aug-10,2010-08-24,2010
7357,Yomawari: Night Alone,PlayStationVita,25-Oct-16,2016-10-25,2016
7358,Kingdom Hearts 358/2 Days,DS,29-Sep-09,2009-09-29,2009
7359,Darkwatch,Xbox,16-Aug-05,2005-08-16,2005
7360,Attentat 1942,PC,31-Oct-17,2017-10-31,2017
7361,Exit,Xbox360,24-Oct-07,2007-10-24,2007
7362,Kerbal Space Program,XboxOne,15-Jul-16,2016-07-15,2016
7363,Resident Evil: Revelations 2,XboxOne,17-Mar-15,2015-03-17,2015
7364,Sly Cooper: Thieves in Time,PlayStation3,05-Feb-13,2013-02-05,2013
7365,Final Fantasy Fables: Chocobo Tales,DS,03-Apr-07,2007-04-03,2007
7366,ScourgeBringer,PC,21-Oct-20,2020-10-21,2020
7367,Dark Fall 3: Lost Souls,PC,21-Apr-10,2010-04-21,2010
7368,Pro Evolution Soccer 2009,PSP,11-Nov-08,2008-11-11,2008
7369,Blitzkrieg: Burning Horizon,PC,13-Jun-04,2004-06-13,2004
7370,Transformers,PlayStation2,11-May-04,2004-05-11,2004
7371,Jurassic Park: Operation Genesis,PlayStation2,25-Mar-03,2003-03-25,2003
7372,BloodRayne,PlayStation2,15-Oct-02,2002-10-15,2002
7373,Beyond Atlantis II,PC,24-Oct-01,2001-10-24,2001
7374,Toy Story 2: Buzz Lightyear to the Rescue!,PlayStation,30-Nov-99,1999-11-30,1999
7375,Sleeping Dogs: Definitive Edition,XboxOne,14-Oct-14,2014-10-14,2014
7376,El Shaddai: Ascension of the Metatron,Xbox360,16-Aug-11,2011-08-16,2011
7377,Metal Gear Acid,PSP,22-Mar-05,2005-03-22,2005
7378,NBA Live 19,XboxOne,07-Sep-18,2018-09-07,2018
7379,Game of Thrones: Episode Six - The Ice Dragon,PlayStation4,17-Nov-15,2015-11-17,2015
7380,The Dishwasher: Dead Samurai,Xbox360,01-Apr-09,2009-04-01,2009
7381,Grand Theft Auto: Vice City Stories,PlayStation2,05-Mar-07,2007-03-05,2007
7382,The Ninja Saviors: Return of the Warriors,PlayStation4,15-Oct-19,2019-10-15,2019
7383,My Time At Portia,PlayStation4,16-Apr-19,2019-04-16,2019
7384,Hotline Miami 2: Wrong Number,PlayStation4,10-Mar-15,2015-03-10,2015
7385,The Wolf Among Us: Episode 4 - In Sheep's Clothing,PC,27-May-14,2014-05-27,2014
7386,The Next Big Thing,PC,21-Apr-11,2011-04-21,2011
7387,Sam & Max: The Devil's Playhouse - Episode 3: They Stole Max's Brain!,PC,22-Jun-10,2010-06-22,2010
7388,echoshift,PSP,24-Feb-10,2010-02-24,2010
7389,WWE SmackDown vs. Raw 2010,DS,20-Oct-09,2009-10-20,2009
7390,Final Fantasy Crystal Chronicles: Echoes of Time,DS,24-Mar-09,2009-03-24,2009
7391,Chibi-Robo!,GameCube,06-Feb-06,2006-02-06,2006
7392,The Bard's Tale,Xbox,26-Oct-04,2004-10-26,2004
7393,Still Life,PC,04-May-05,2005-05-04,2005
7394,Green Day: Rock Band,Xbox360,08-Jun-10,2010-06-08,2010
7395,Shadow of Rome,PlayStation2,08-Feb-05,2005-02-08,2005
7396,Sonic Mega Collection Plus,Xbox,02-Nov-04,2004-11-02,2004
7397,Road Not Taken,PC,05-Aug-14,2014-08-05,2014
7398,Call of Juarez: Gunslinger,PlayStation3,14-May-13,2013-05-14,2013
7399,Smash T.V.,Xbox360,24-Nov-05,2005-11-24,2005
7400,The Escapists 2,PC,21-Aug-17,2017-08-21,2017
7401,escapeVektor,3DS,20-Dec-12,2012-12-20,2012
7402,Tak 2: The Staff of Dreams,GameCube,11-Oct-04,2004-10-11,2004
7403,The Dark Eye: Chains of Satinav,PC,22-Jun-12,2012-06-22,2012
7404,Afterparty,XboxOne,29-Oct-19,2019-10-29,2019
7405,Nidhogg 2,Switch,22-Nov-18,2018-11-22,2018
7406,Ode,PC,27-Nov-17,2017-11-27,2017
7407,Monster Lab,DS,04-Nov-08,2008-11-04,2008
7408,Game of Thrones: Episode One - Iron From Ice,PC,02-Dec-14,2014-12-02,2014
7409,inbento,Switch,12-Mar-20,2020-03-12,2020
7410,Neo Cab,Switch,03-Oct-19,2019-10-03,2019
7411,Chime Sharp,XboxOne,24-Feb-17,2017-02-24,2017
7412,Metrico+,XboxOne,20-Jan-17,2017-01-20,2017
7413,Prison Architect,XboxOne,01-Jul-16,2016-07-01,2016
7414,Need for Speed Carbon,GameCube,31-Oct-06,2006-10-31,2006
7415,NBA Street Showdown,PSP,27-Apr-05,2005-04-27,2005
7416,Assassin's Creed: Brotherhood - The Da Vinci Disappearance,Xbox360,08-Mar-11,2011-03-08,2011
7417,Nihilumbra,PC,24-Sep-13,2013-09-24,2013
7418,Dead Nation: Road of Devastation,PlayStation3,27-Sep-11,2011-09-27,2011
7419,Command & Conquer 3: Kane's Wrath,Xbox360,23-Jun-08,2008-06-23,2008
7420,Myst IV: Revelation,Xbox,29-Mar-05,2005-03-29,2005
7421,Dungeons 3,PC,13-Oct-17,2017-10-13,2017
7422,Warp,PC,13-Mar-12,2012-03-13,2012
7423,Dragon Ball: Advanced Adventure,GameBoyAdvance,06-Jun-06,2006-06-06,2006
7424,Hidden & Dangerous 2,PC,21-Oct-03,2003-10-21,2003
7425,Dynasty Warriors 4,Xbox,05-Sep-03,2003-09-05,2003
7426,Mortal Kombat: Tournament Edition,GameBoyAdvance,27-Aug-03,2003-08-27,2003
7427,NHL 2003,PC,30-Sep-02,2002-09-30,2002
7428,Mat Hoffman's Pro BMX,Dreamcast,11-Sep-01,2001-09-11,2001
7429,Dynasty Warriors 2,PlayStation2,25-Oct-00,2000-10-25,2000
7430,X-Men: Mutant Academy,PlayStation,11-Jul-00,2000-07-11,2000
7431,Airfix Dogfighter,PC,14-Jan-00,2000-01-14,2000
7432,Shovel Knight Showdown,Switch,10-Dec-19,2019-12-10,2019
7433,NightSky,3DS,25-Oct-12,2012-10-25,2012
7434,The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,PlayStation4,26-Mar-19,2019-03-26,2019
7435,Omensight,PC,15-May-18,2018-05-15,2018
7436,Bomber Crew,PC,19-Oct-17,2017-10-19,2017
7437,The Evil Within: The Consequence,PlayStation4,21-Apr-15,2015-04-21,2015
7438,Super Princess Peach,DS,27-Feb-06,2006-02-27,2006
7439,Hakuoki: Memories of the Shinsengumi,3DS,19-Sep-13,2013-09-19,2013
7440,The King of Fighters XI,PlayStation2,13-Nov-07,2007-11-13,2007
7441,Stella Deus: The Gate of Eternity,PlayStation2,26-Apr-05,2005-04-26,2005
7442,Shakedown Hawaii,Switch,07-May-19,2019-05-07,2019
7443,Chroma Squad,PC,30-Apr-15,2015-04-30,2015
7444,Beatbuddy: Tale of the Guardians,PC,06-Aug-13,2013-08-06,2013
7445,Disney DuckTales Remastered,PlayStation3,13-Aug-13,2013-08-13,2013
7446,Marvel's Spider-Man: Silver Lining,PlayStation4,21-Dec-18,2018-12-21,2018
7447,Bit.Trip Fate,Wii,25-Oct-10,2010-10-25,2010
7448,Shenmue I & II,PlayStation4,21-Aug-18,2018-08-21,2018
7449,Just Cause,PC,27-Sep-06,2006-09-27,2006
7450,Double Dragon Advance,GameBoyAdvance,14-Nov-03,2003-11-14,2003
7451,Borderlands 3: Moxxi's Heist of the Handsome Jackpot,PC,19-Dec-19,2019-12-19,2019
7452,Pocket Rumble,Switch,05-Jul-18,2018-07-05,2018
7453,Resident Evil: Revelations 2 - Episode 4: Metamorphosis,PlayStation4,17-Mar-15,2015-03-17,2015
7454,Unmechanical: Extended Edition,PlayStation4,10-Feb-15,2015-02-10,2015
7455,Observation,PlayStation4,21-May-19,2019-05-21,2019
7456,Doraemon: Story of Seasons,Switch,11-Oct-19,2019-10-11,2019
7457,Mass Effect 3: Leviathan,PC,28-Aug-12,2012-08-28,2012
7458,Symphony,PC,06-Aug-12,2012-08-06,2012
7459,Black Future '88,Switch,21-Nov-19,2019-11-21,2019
7460,Neversong,PC,20-May-20,2020-05-20,2020
7461,Biped,PC,26-Mar-20,2020-03-26,2020
7462,Bleed,Switch,14-Dec-17,2017-12-14,2017
7463,Ironcast,PC,26-Mar-15,2015-03-26,2015
7464,Samurai Jack: Battle Through Time,XboxOne,21-Aug-20,2020-08-21,2020
7465,Coffee Talk,PC,29-Jan-20,2020-01-29,2020
7466,Disney Classic Games: Aladdin and the Lion King,Switch,29-Oct-19,2019-10-29,2019
7467,The Flame in the Flood,Switch,12-Oct-17,2017-10-12,2017
7468,Attack on Titan 2: Final Battle,PlayStation4,05-Jul-19,2019-07-05,2019
7469,"Gremlins, Inc.",PC,11-Mar-16,2016-03-11,2016
7470,Assault Heroes 2,Xbox360,14-May-08,2008-05-14,2008
7471,Phantom: Covert Ops,PC,23-Jun-20,2020-06-23,2020
7472,Hydro Thunder Hurricane,Xbox360,28-Jul-10,2010-07-28,2010
7473,The Stretchers,Switch,08-Nov-19,2019-11-08,2019
7474,Broken Sword 5 - The Serpent's Curse,Switch,21-Sep-18,2018-09-21,2018
7475,Sorcerer King,PC,16-Jul-15,2015-07-16,2015
7476,Swords & Soldiers II,WiiU,21-May-15,2015-05-21,2015
7477,The Eye of Judgment,PlayStation3,24-Oct-07,2007-10-24,2007
7478,Madden NFL 06,PSP,20-Sep-05,2005-09-20,2005
7479,Drakensang: The Dark Eye,PC,23-Feb-09,2009-02-23,2009
7480,LEGO Star Wars III: The Clone Wars,Xbox360,22-Mar-11,2011-03-22,2011
7481,Gun,Xbox360,16-Nov-05,2005-11-16,2005
7482,X-Men Origins: Wolverine,Xbox360,01-May-09,2009-05-01,2009
7483,Carrion,PC,23-Jul-20,2020-07-23,2020
7484,Ion Fury,PlayStation4,14-May-20,2020-05-14,2020
7485,Overland,Switch,19-Sep-19,2019-09-19,2019
7486,The Gardens Between,PlayStation4,20-Sep-18,2018-09-20,2018
7487,Total War: Arena,PC,22-Feb-18,2018-02-22,2018
7488,Life is Strange: Before the Storm - Episode 3: Hell is Empty,PC,20-Dec-17,2017-12-20,2017
7489,Reus,PlayStation4,11-Oct-16,2016-10-11,2016
7490,Event[0],PC,14-Sep-16,2016-09-14,2016
7491,Tropico 5 Penultimate Edition,XboxOne,24-May-16,2016-05-24,2016
7492,Resident Evil: Revelations 2,PlayStation4,17-Mar-15,2015-03-17,2015
7493,Guardians of Middle-Earth,PlayStation3,04-Dec-12,2012-12-04,2012
7494,NBA Jam,Xbox360,15-Nov-10,2010-11-15,2010
7495,Spider-Man: Shattered Dimensions,Wii,07-Sep-10,2010-09-07,2010
7496,Sol Survivor,PC,15-Mar-10,2010-03-15,2010
7497,Ultimate Spider-Man,PC,22-Sep-05,2005-09-22,2005
7498,Missing: Since January,PC,25-Jun-04,2004-06-25,2004
7499,Prince of Persia: The Sands of Time,GameBoyAdvance,30-Oct-03,2003-10-30,2003
7500,Magic: The Gathering Online,PC,14-Jun-02,2002-06-14,2002
7501,Worms World Party,PC,16-Jun-01,2001-06-16,2001
7502,Blade of Darkness,PC,19-Feb-01,2001-02-19,2001
7503,A Total War Saga: TROY,PC,13-Aug-20,2020-08-13,2020
7504,Dead or Alive 5 Last Round,PlayStation4,17-Feb-15,2015-02-17,2015
7505,Evolve,XboxOne,10-Feb-15,2015-02-10,2015
7506,Sonic the Hedgehog 4: Episode I,PlayStation3,12-Oct-10,2010-10-12,2010
7507,Evoland 2: A Slight Case of Spacetime Continuum Disorder,PC,25-Aug-15,2015-08-25,2015
7508,Tokyo Xanadu,PlayStationVita,30-Jun-17,2017-06-30,2017
7509,Batman: The Brave and the Bold - The Videogame,DS,07-Sep-10,2010-09-07,2010
7510,Pato Box,Switch,09-Jul-18,2018-07-09,2018
7511,Anomaly 2,PlayStation4,16-Sep-14,2014-09-16,2014
7512,Sundered,PC,28-Jul-17,2017-07-28,2017
7513,Railway Empire,PC,26-Jan-18,2018-01-26,2018
7514,Tell Me Why,PC,27-Aug-20,2020-08-27,2020
7515,Every Extend Extra,PSP,07-Nov-06,2006-11-07,2006
7516,Ivy the Kiwi?,Wii,24-Aug-10,2010-08-24,2010
7517,Hasbro Family Game Night: Sorry! Sliders,Xbox360,18-Mar-09,2009-03-18,2009
7518,Real World Golf,Xbox,11-Apr-06,2006-04-11,2006
7519,Lara Croft and the Temple of Osiris,PlayStation4,09-Dec-14,2014-12-09,2014
7520,Just Cause,Xbox,27-Sep-06,2006-09-27,2006
7521,Epistory - Typing Chronicles,PC,30-Mar-16,2016-03-30,2016
7522,Amnesia: Rebirth,PlayStation4,20-Oct-20,2020-10-20,2020
7523,Arcade Spirits,Switch,01-May-20,2020-05-01,2020
7524,Tricky Towers,Switch,11-Oct-18,2018-10-11,2018
7525,Minit,XboxOne,03-Apr-18,2018-04-03,2018
7526,Aegis Defenders,Switch,08-Feb-18,2018-02-08,2018
7527,Furi,Switch,11-Jan-18,2018-01-11,2018
7528,Droplitz,Xbox360,24-Jun-09,2009-06-24,2009
7529,Batman: Arkham VR,PlayStation4,11-Oct-16,2016-10-11,2016
7530,Back to the Future: The Game - Episode I: It's About Time,PC,22-Dec-10,2010-12-22,2010
7531,Chili Con Carnage,PSP,27-Feb-07,2007-02-27,2007
7532,Dead Nation: Apocalypse Edition,PlayStation4,04-Mar-14,2014-03-04,2014
7533,The Wolf Among Us: Episode 4 - In Sheep's Clothing,Xbox360,28-May-14,2014-05-28,2014
7534,The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,PC,28-Mar-17,2017-03-28,2017
7535,Rock of Ages 3: Make & Break,XboxOne,21-Jul-20,2020-07-21,2020
7536,The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,PC,15-Jan-19,2019-01-15,2019
7537,ClaDun x2,PSP,30-Aug-11,2011-08-30,2011
7538,Zoo Keeper,DS,18-Jan-05,2005-01-18,2005
7539,Calling All Cars!,PlayStation3,10-May-07,2007-05-10,2007
7540,Romancing SaGa 3,PlayStation4,11-Nov-19,2019-11-11,2019
7541,Back to the Future: The Game - Episode II: Get Tannen!,PC,17-Feb-11,2011-02-17,2011
7542,Costume Quest,Xbox360,20-Oct-10,2010-10-20,2010
7543,Sky Force Reloaded,Switch,01-Feb-18,2018-02-01,2018
7544,LEGO DC Super-Villains,PlayStation4,16-Oct-18,2018-10-16,2018
7545,Serious Sam II,PC,19-Oct-05,2005-10-19,2005
7546,Prototype 2,Xbox360,24-Apr-12,2012-04-24,2012
7547,Slain: Back from Hell,PC,01-Aug-16,2016-08-01,2016
7548,Call of Duty: Black Ops III - Eclipse,PlayStation4,19-Apr-16,2016-04-19,2016
7549,Atelier Meruru Plus: The Apprentice of Arland,PlayStationVita,01-Oct-13,2013-10-01,2013
7550,Red Faction II,Xbox,31-Mar-03,2003-03-31,2003
7551,Robotech: Battlecry,GameCube,27-Oct-02,2002-10-27,2002
7552,James Bond 007: Agent Under Fire,GameCube,13-Mar-02,2002-03-13,2002
7553,Triple Play Baseball,PlayStation2,12-Mar-01,2001-03-12,2001
7554,Tiger Woods PGA Tour 2001,PlayStation2,26-Feb-01,2001-02-26,2001
7555,Battlestations: Pacific,PC,12-May-09,2009-05-12,2009
7556,Destroy All Humans! 2,PlayStation2,17-Oct-06,2006-10-17,2006
7557,Inazuma Eleven Go: Light,3DS,13-Jun-14,2014-06-13,2014
7558,The Sims 3: Late Night Expansion Pack,PC,26-Oct-10,2010-10-26,2010
7559,Everybody's Golf VR,PlayStation4,21-May-19,2019-05-21,2019
7560,Resident Evil: Revelations 2 - Episode 2: Contemplation,XboxOne,04-Mar-15,2015-03-04,2015
7561,The Sims 3: Ambitions,PC,01-Jun-10,2010-06-01,2010
7562,Pokemon Trozei!,DS,06-Mar-06,2006-03-06,2006
7563,Tiger Woods PGA Tour 14,PlayStation3,26-Mar-13,2013-03-26,2013
7564,FlatOut: Head On,PSP,04-Apr-08,2008-04-04,2008
7565,Hellmut: The Badass from Hell,XboxOne,31-May-19,2019-05-31,2019
7566,Bladed Fury,PC,17-Dec-18,2018-12-17,2018
7567,Lode Runner Legacy,Switch,29-Mar-18,2018-03-29,2018
7568,Fallout 4: Nuka-World,PC,30-Aug-16,2016-08-30,2016
7569,Adventures of Pip,PlayStation4,18-Aug-15,2015-08-18,2015
7570,Awesomenauts Assemble!,PlayStation4,04-Mar-14,2014-03-04,2014
7571,Medal of Honor,Xbox360,12-Oct-10,2010-10-12,2010
7572,War World: Tactical Combat,PC,02-Aug-05,2005-08-02,2005
7573,Sam & Max: Save the World,Xbox360,17-Jun-09,2009-06-17,2009
7574,Portal Knights,Switch,22-Nov-17,2017-11-22,2017
7575,Greg Hastings' Tournament Paintball,Xbox,16-Nov-04,2004-11-16,2004
7576,Overload,PC,31-May-18,2018-05-31,2018
7577,Inazuma Eleven 2: Firestorm,DS,16-Mar-12,2012-03-16,2012
7578,Patapon 3,PSP,12-Apr-11,2011-04-12,2011
7579,Need for Speed ProStreet,DS,13-Nov-07,2007-11-13,2007
7580,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,PC,15-Oct-14,2014-10-15,2014
7581,Shadowgrounds,PC,25-Apr-06,2006-04-25,2006
7582,Darksiders Genesis,Switch,14-Feb-20,2020-02-14,2020
7583,Tom Clancy's Rainbow Six: Lockdown,Xbox,06-Sep-05,2005-09-06,2005
