name,platform,r-date,developer,genre,players
Children of Zodiarcs,PC,18-Jul-17,CardboardUtopia,"Role-Playing,Japanese-Style",No Online Multiplayer
Under Defeat HD,PlayStation3,28-Nov-12,G.Rev,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",No info
Scribblenauts Unlimited,WiiU,13-Nov-12,5THCell,"Puzzle,Action,Platformer,Platformer,2D,2D",04-Jan
The Book of Unwritten Tales: Critter Chronicles,PC,05-Dec-12,KINGArt,"Adventure,General,General",No info
Funky Lab Rat,PlayStation3,30-Nov-10,Hydravision,"Action,Platformer,Platformer,2D,2D",No info
The Elder Scrolls Online: Greymoor,PC,26-May-20,ZeniMaxMedia,"Role-Playing,Massively Multiplayer",Massively Multiplayer
Kung Fu Panda: Legendary Warriors,DS,05-Nov-08,ArtificialMindandMovement,"Action,General,General",No info
After Burner: Black Falcon,PSP,20-Mar-07,PlanetMoonStudios,"Simulation,Flight,Modern Jet,Modern Jet,Combat",04-Jan
Polarium,DS,18-Apr-05,Mitchell,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,Stacking,General",02-Jan
Bugsnax,PlayStation5,12-Nov-20,"YoungHorses,Inc","Action,General,Adventure,3D,First-Person",No info
THOTH,Switch,09-Jan-20,JeppeCarlsen,"Action,Shooter,Shoot-'Em-Up,Top-Down",No Online Multiplayer
Battle Princess Madelyn,PC,05-Dec-18,CausalBitGames,"Action,Platformer,2D",No Online Multiplayer
Saints Row IV: Re-Elected,XboxOne,20-Jan-15,VolitionInc.,"Action Adventure,Modern,Open-World",No info
Conflict: Desert Storm II - Back to Baghdad,GameCube,07-Jan-04,PivotalGames,"Action,Shooter,Third-Person,Tactical,Modern",04-Jan
I-Ninja,PlayStation2,18-Nov-03,ArgonautGames,"Action,Platformer,3D",1 Player
Treasure Planet: Battle at Procyon,PC,31-Oct-02,BarkingDog,"Strategy,Real-Time,Sci-Fi,General",08-Jan
Star Wars: The Clone Wars,GameCube,28-Oct-02,PandemicStudios,"Action,Shooter,Third-Person,Sci-Fi",04-Jan
Rugby,PlayStation2,16-Jul-01,CreativeAssembly,"Sports,Alternative,Rugby",02-Jan
Sheep,PC,29-Nov-00,Minds-EyeProductions,"Action,Strategy,General,General",1 Player
Pump It Up: Exceed,PlayStation2,29-Aug-05,AndamiroU.S.A.Corp.,"Miscellaneous,Rhythm,Dancing",02-Jan
Just Cause 3,PlayStation4,01-Dec-15,AvalancheStudios,"Sci-Fi,Action Adventure,Open-World",No Online Multiplayer
Scarface: The World Is Yours,PC,08-Oct-06,RadicalEntertainment,"Action Adventure,Modern,General,Modern",No Online Multiplayer
Mulaka,XboxOne,02-Mar-18,Lienzo,"Action Adventure,General",No Online Multiplayer
Kirby Star Allies,Switch,16-Mar-18,HALLabs,"Action,Platformer,2D",No Online Multiplayer
Farming Simulator: Nintendo Switch Edition,Switch,07-Nov-17,GiantsSoftware,"Simulation,Virtual,Career",No Online Multiplayer
Human: Fall Flat,XboxOne,12-May-17,NoBrakesGames,"Action Adventure,General",No info
Sherlock Holmes vs. Jack the Ripper,PC,26-May-09,Frogwares,"Adventure,General,General",No Online Multiplayer
NHL 2K7,PlayStation2,02-Oct-06,KushGames,"Sports,Traditional,Ice Hockey,Sim",10  Online
X-Men Origins: Wolverine,PlayStation3,01-May-09,RavenSoftware,"Action,Beat-'Em-Up,Beat-'Em-Up,2D,3D",No Online Multiplayer
The TakeOver,Switch,04-Jun-20,Pelikan13,"Action,Beat-'Em-Up,2D",No Online Multiplayer
LEGO Harry Potter Collection,Switch,30-Oct-18,WarnerBros.InteractiveEntertainment,"Miscellaneous,Compilation",No Online Multiplayer
The Crew: Wild Run,PlayStation4,17-Nov-15,IvoryTower,"Racing,Simulation,Automobile",No info
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,19-May-09,Konami,"Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle",Up to 4 
Marvel: Ultimate Alliance 2,Xbox360,15-Sep-09,VicariousVisions,"Role-Playing,Action RPG,Action RPG",Up to 4 
Eufloria,PlayStation3,04-Oct-11,"RudolfKremers,AlexMay","Strategy,General,General",No info
"Wallace & Gromit's Grand Adventures, Episode 1: Fright of the Bumblebees",Xbox360,27-May-09,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",1 Player
War Front: Turning Point,PC,23-Feb-07,DigitalReality,"Strategy,Real-Time,Historic,General",10  Online
Dark Souls III: Ashes of Ariandel,PC,24-Oct-16,FromSoftware,"Role-Playing,Action RPG",No info
AGON: The Mysterious Codex,PC,16-Mar-06,PrivateMoonStudios,"Adventure,3D,Modern,Third-Person,Modern",No info
The Escapists 2,Switch,11-Jan-18,"Team17,MouldyToofStudios","Action,General",Up to 4 
LEGO Pirates of the Caribbean: The Video Game,PC,24-May-11,Traveller'sTales,"Action Adventure,Fantasy,General,Fantasy",1 Player
Sacred Underworld,PC,16-Aug-05,"AscaronEntertainmentGmbH,AscaronEntertainment","Role-Playing,Action RPG,Action RPG",16-Jan
Warhammer: Mark of Chaos,PC,14-Nov-06,BlackHoleGames,"Strategy,Real-Time,Fantasy,General,Fantasy",06-Jan
Resident Evil: Revelations 2 - Episode 3: Judgment,XboxOne,11-Mar-15,Capcom,"Action Adventure,Survival",No info
MotoGP 14,PlayStation4,04-Nov-14,MilestoneS.r.l,"Driving,Racing,Simulation,Motorcycle,Automobile,Street",Up to 12 
Neverwinter Nights 2: Mysteries of Westgate,PC,29-Apr-09,OssianStudios,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",No info
Project X Zone 2,3DS,16-Feb-16,MonolithSoft,"Strategy,Turn-Based,Tactics",No Online Multiplayer
Rayman Raving Rabbids: TV Party,Wii,18-Nov-08,"UbisoftParis,UbisoftMontpellier","Miscellaneous,Party,Party,Party / Minigame",Up to 8 
Futuridium EP Deluxe,PlayStation4,30-Sep-14,MixedBag,"Action,Shooter,Rail",No info
Dragon Ball Z: Kakarot,PC,17-Jan-20,CyberConnect2,"Role-Playing,Action RPG",No Online Multiplayer
Hack 'n' Slash,PC,09-Sep-14,DoubleFineProductions,"Action,Platformer,2D",No Online Multiplayer
The Legend of Zelda: Tri Force Heroes,3DS,23-Oct-15,Nintendo,"Action Adventure,Open-World",Up to 3 
Stories: The Path of Destinies,PlayStation4,12-Apr-16,SpearheadGames,"Role-Playing,Action RPG",No info
Ceville,PC,27-Feb-09,BoxedDream,"Adventure,General,General,Point-and-Click",No info
Snoopy vs. the Red Baron,PlayStation2,24-Oct-06,SmartBombInteractive,"Action Adventure,Fantasy",02-Jan
Xenosaga Episode II: Jenseits von Gut und Bose,PlayStation2,15-Feb-05,MonolithSoft,"Role-Playing,Console-style RPG",1 Player
Blitzkrieg: Rolling Thunder,PC,30-Nov-04,LaPlata,"Strategy,Real-Time,Historic,General,Historic,Tactics",1 Player
Dreamfall: The Longest Journey,Xbox,18-Apr-06,Funcom,"Adventure,Third-Person,Fantasy",1 Player
Men of Valor,Xbox,19-Oct-04,2015,"Action,Shooter,First-Person,Historic",12-Jan
Animal Crossing: City Folk,Wii,16-Nov-08,Nintendo,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",Up to 4 
KUNAI,Switch,06-Feb-20,TurtleBlaze,"Action,Platformer,2D",No Online Multiplayer
Sparklite,XboxOne,15-Nov-19,"RedBlueGames,LLC,RedBlueGames","Action Adventure,General",No Online Multiplayer
NBA 2K20,Switch,06-Sep-19,VisualConcepts,"Sports,Team,Basketball,Sim",Up to 10 
Team Sonic Racing,XboxOne,21-May-19,SumoDigital,"Racing,Arcade,Automobile",Up to 12 
Sniper Elite V2 Remastered,XboxOne,14-May-19,Rebellion,"Action,Shooter,Third-Person,Tactical",Up to 16 
Vaporum,PlayStation4,09-Apr-19,FatbotGames,"Role-Playing,Action RPG",No Online Multiplayer
Dead or Alive 6,PC,01-Mar-19,"TeamNinja,KoeiTecmoGames","Action,Fighting,3D",Up to 16 
Runner3,Switch,22-May-18,ChoiceProvisions,"General,Action,Platformer,2D",No Online Multiplayer
World to the West,Switch,18-Jan-18,RainGames,"Action Adventure,Linear",No Online Multiplayer
Mages of Mystralia,PlayStation4,22-Aug-17,BorealysGames,"Action Adventure,General,Linear",No info
Dragon Ball: Xenoverse 2,XboxOne,25-Oct-16,DimpsCorporation,"Action,Fighting,3D",Up to 6 
RIVE,PC,13-Sep-16,TwoTribes,"Action,Platformer,2D",No Online Multiplayer
Dragon Quest Heroes: The World Tree's Woe and the Blight Below,PC,03-Dec-15,KoeiTecmoGames,"Action,Beat-'Em-Up,3D",No Online Multiplayer
Minecraft: Story Mode - Episode 3: The Last Place You Look,PlayStation4,24-Nov-15,TelltaleGames,"Action Adventure,Adventure,General,Point-and-Click,Linear",No info
Minecraft: Story Mode - Episode 3: The Last Place You Look,PC,24-Nov-15,TelltaleGames,"Action Adventure,Adventure,General,Point-and-Click,Linear",No info
Dungeon Travelers 2: The Royal Library & the Monster Seal,PlayStationVita,18-Aug-15,AquaPlus,"Role-Playing,Western-Style",No Online Multiplayer
Yatagarasu: Attack on Cataclysm,PC,07-Jul-15,No info,"Action,Fighting,2D",No info
Lara Croft and the Temple of Osiris,PC,08-Dec-14,NixxesSoftware,"Action,Action Adventure,Platformer,Linear,2D",No info
The Wolf Among Us: Episode 2 - Smoke and Mirrors,Xbox360,05-Feb-14,TelltaleGames,"Action Adventure,Adventure,General,Fantasy,Point-and-Click",No info
PixelJunk Shooter,PC,11-Nov-13,Q-Games,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",No Online Multiplayer
Battlefield 3: Close Quarters,PC,26-Jun-12,EADICE,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern,Arcade",No info
Pro Evolution Soccer 2012 3D,3DS,01-Feb-12,Konami,"Sports,Traditional,Team,Football,Soccer,Sim,Sim,Sim",No info
The Blackwell Deception,PC,12-Oct-11,WadjetEyeGames,"Adventure,General,General",No info
Sideway: New York,PlayStation3,11-Oct-11,"Playbrains,FuelIndustries","Miscellaneous,General,General",No info
Arcana Heart 3,PlayStation3,19-Apr-11,Examu,"Action,Fighting,Fighting,2D,2D",Up to 6 
Spider-Man: Shattered Dimensions,DS,07-Sep-10,GriptoniteGames,"Action,Adventure,Beat-'Em-Up,Fantasy,Third-Person,Fantasy,3D",No info
DiRT 2,DS,08-Sep-09,FirebrandGames,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",No info
Art Style: CUBELLO,Wii,13-Oct-08,Nintendo,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",1 Player
It's Mr. Pants,GameBoyAdvance,15-Nov-05,RareLtd.,"Miscellaneous,Puzzle,General",1 Player
The Suffering: Ties That Bind,PC,02-Oct-05,SurrealSoftware,"Action Adventure,Horror,Horror,Survival",No info
Star Wars Episode III: Revenge of the Sith,GameBoyAdvance,04-May-05,Ubisoft,"Action Adventure,Sci-Fi",02-Jan
Pitfall: The Lost Expedition,GameCube,18-Feb-04,EdgeofReality,"Action,Platformer,3D",1 Player
Dungeon Siege: Legends of Aranna,PC,11-Nov-03,MadDocSoftware,"Role-Playing,Action RPG,Action RPG",No info
Worms Blast,PC,23-Oct-02,Team17,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,General",No Online Multiplayer
Defender,PlayStation2,22-Oct-02,7Studios,"Action,Shooter,Third-Person,Sci-Fi",02-Jan
BloodRayne,GameCube,15-Oct-02,TerminalReality,"Action,Shooter,Third-Person,Fantasy",1 Player
2002 FIFA World Cup,PlayStation2,22-Apr-02,EASports,"Sports,Traditional,Soccer,Sim",08-Jan
Blender Bros.,GameBoyAdvance,15-Apr-02,AI,"Action,Platformer,2D",04-Jan
Duke Nukem 64,Nintendo64,31-Oct-97,EurocomEntertainmentSoftware,"Action,Shooter,First-Person,Sci-Fi",04-Jan
Lords of the Fallen,PC,28-Oct-14,"CityInteractive,Deck13","Role-Playing,Action RPG,Action RPG",No Online Multiplayer
Strange Brigade,PlayStation4,28-Aug-18,Rebellion,"Action,Shooter,Third-Person,Arcade",Up to 4 
Destiny 2: Shadowkeep,PlayStation4,01-Oct-19,Bungie,"Action,Shooter,First-Person,Arcade",Up to 16 
Summon Night: Twin Age,DS,03-Jun-08,Flight-Plan,"Role-Playing,Action RPG,Action RPG",1 Player
Anarchy Online: Alien Invasion,PC,31-Aug-04,Funcom,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi,Sci-Fi",Massively Multiplayer
"Bury me, my Love",Switch,10-Jan-19,PlugInDigital,"Adventure,Visual Novel",No Online Multiplayer
Call of Duty: Infinite Warfare,PC,03-Nov-16,InfinityWard,"Action,Shooter,First-Person,Tactical",Online Multiplayer
Secrets of the Ark: A Broken Sword Game,PC,13-Feb-07,SumoDigital,"Adventure,3D,Modern,Third-Person,Modern",1 Player
Surviving Mars,PlayStation4,15-Mar-18,HaemimontGames,"Strategy,Management,Government",No Online Multiplayer
Penumbra: Overture,PC,30-Mar-07,FrictionalGames,"Action Adventure,Horror,Horror,Survival",1 Player
LEGO Batman 3: Beyond Gotham,PlayStation4,11-Nov-14,TTGames,"Action Adventure,General,Modern",No Online Multiplayer
LEGO Marvel Super Heroes 2,PlayStation4,14-Nov-17,TTGames,"Action,Platformer,3D",No Online Multiplayer
StarCraft II: Nova Covert Ops - Mission Pack 1,PC,29-Mar-16,BlizzardEntertainment,"Strategy,Real-Time,Command",No info
Virtua Tennis 2009,Wii,09-Jun-09,SumoDigital,"Sports,Traditional,Individual,Tennis,Tennis",04-Jan
Strike Vector,PC,28-Jan-14,"StrikeVectorTeam,RagequitCorporation","General,Action,General,Shooter,First-Person,Arcade",No info
NBA 2K Playgrounds 2,PlayStation4,16-Oct-18,SaberInteractive,"Sports,Team,Basketball,Arcade",Up to 4 
Warlock 2: The Exiled,PC,10-Apr-14,ParadoxInteractive,"Strategy,Turn-Based,Fantasy,4X",No info
The King of Fighters '98 Ultimate Match,PlayStation2,03-Mar-09,SNKPlaymore,"Action,Fighting,2D",02-Jan
2014 FIFA World Cup Brazil,PlayStation3,15-Apr-14,EACanada,"Sports,Traditional,Team,Soccer,Sim",2
"Wallace & Gromit's Grand Adventures, Episode 2: The Last Resort",Xbox360,04-Nov-09,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",No info
Warhammer: Chaosbane,XboxOne,31-May-19,GamesWorkshop,"Role-Playing,Action RPG",Up to 4 
Destiny: Rise of Iron,XboxOne,20-Sep-16,Bungie,"Action,Shooter,First-Person,Arcade",No info
NBA Live 08,PlayStation3,01-Oct-07,EACanada,"Sports,Traditional,Team,Basketball,Sim,Sim",Up to 8 
Rocket Arena,PC,14-Jul-20,FinalStrikeGames,"Action,Shooter,First-Person,Arcade",Up to 6 
Late Shift,Switch,26-Apr-18,WalesInteractiveLtd.,"Adventure,General",No Online Multiplayer
Hybrid,Xbox360,08-Aug-12,5THCell,"Action,General,General,Shooter,Third-Person,Tactical",6  Online
Dance Dance Revolution SuperNOVA,PlayStation2,26-Sep-06,Konami,"Miscellaneous,Rhythm,Dancing",2  Online
Picross e,3DS,13-Jun-13,JupiterCorporation,"Miscellaneous,Puzzle,Puzzle,Logic,Logic",No info
Dishonored: Dunwall City Trials,Xbox360,11-Dec-12,ArkaneStudios,"Action Adventure,Modern,General,Modern",No info
Dragon Ball Z: Supersonic Warriors,GameBoyAdvance,22-Jun-04,ArcSystemWorks,"Action,Fighting,2D",02-Jan
Need for Speed: Hot Pursuit 2,PC,21-Oct-02,EASeattle,"Driving,Racing,Arcade,Arcade,Automobile",02-Jan
RedCard 20-03,PlayStation2,16-Apr-02,Midway,"Sports,Traditional,Soccer,Arcade",02-Jan
Sonic Adventure 2 Battle,GameCube,11-Feb-02,SonicTeam,"Action,Platformer,3D",02-Jan
Syphon Filter 3,PlayStation,05-Nov-01,SonyBend,"Action,Shooter,Third-Person,Modern",02-Jan
NFL GameDay 2001,PlayStation,30-Oct-00,989Sports,"Sports,Traditional,Football,Sim",No info
4x4 Evolution,PC,29-Oct-00,TerminalReality,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",16-Jan
ESPN Winter X-Games Snowboarding,PlayStation2,24-Oct-00,Konami,"Sports,Alternative,Snowboarding",02-Jan
Banished,PC,18-Feb-14,ShiningRockSoftware,"General,General,Strategy,City Building,Management,Modern,Government",No info
The Sojourn,XboxOne,20-Sep-19,ShiftingTides,"Adventure,3D,First-Person",No Online Multiplayer
Eagle Flight,PlayStation4,08-Nov-16,"Ubisoft,FunHouse","Action,Simulation,Flight,General,Combat",Up to 6 
Game of Thrones: Episode Four - Sons of Winter,PlayStation4,26-May-15,TelltaleGames,"Action,Adventure,General,Point-and-Click",No info
Resident Evil: Revelations 2 - Episode 1: Penal Colony,XboxOne,25-Feb-15,Capcom,"Action Adventure,Survival",No info
Earthworm Jim HD,Xbox360,09-Jun-10,Gameloft,"Action,Platformer,Platformer,2D,2D",1 Player
SingStar '90s,PlayStation2,18-Mar-08,SCEE,"Miscellaneous,Rhythm,Music",08-Jan
Thrillville: Off the Rails,Xbox360,09-Oct-07,FrontierDevelopments,"Strategy,General,General",No Online Multiplayer
Demon Gaze II,PlayStation4,14-Nov-17,ExperienceInc.,"Role-Playing,Western-Style",No Online Multiplayer
AER: Memories of Old,Switch,28-Aug-19,DaedalicEntertainment,"Action Adventure,Open-World",No Online Multiplayer
The King of Fighters 02/03,PlayStation2,08-Feb-05,SNKPlaymore,"Miscellaneous,Compilation",02-Jan
A Story About My Uncle,PC,30-Jul-12,"JacobAntonucci,GoneNorthGames","Platformer,3D,Action,Platformer,3D",No Online Multiplayer
Tom Clancy's HAWX,Xbox360,03-Mar-09,UbisoftRomania,"Action,Simulation,Flight,Flight,Combat",1 Player
WWE 2K16,PlayStation4,27-Oct-15,Yuke's,"Action,Sports,General,Individual,Combat,Wrestling",Up to 6 
Worm Jazz,Switch,21-Sep-20,InconspicuousCreations,"Puzzle,General",No Online Multiplayer
Batman: The Telltale Series - Episode 3: New World Order,PC,25-Oct-16,TelltaleGames,"Adventure,Point-and-Click",No info
Gears of War: Ultimate Edition for Windows 10,PC,01-Mar-16,"EpicGames,SplashDamage,TheCoalition","Action,Shooter,Third-Person,Arcade",Up to 8 
They Are Billions,XboxOne,01-Jul-19,NumantianGames,"Strategy,Real-Time,Defense",No Online Multiplayer
Aven Colony,PlayStation4,25-Jul-17,"SoldOutSoftware,MothershipEntertainment","Strategy,Management,Government",No Online Multiplayer
The Fall Part 2: Unbound,PC,13-Feb-18,OverTheMoon,"Action Adventure,General",No Online Multiplayer
The Sims 4: Get to Work,PC,31-Mar-15,Maxis,"Simulation,Virtual,Virtual Life",No info
Frontlines: Fuel of War,PC,25-Feb-08,KaosStudios,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",32  Online
Marvel Ultimate Alliance 3: The Black Order,Switch,19-Jul-19,TeamNinja,"Role-Playing,Action RPG",Up to 4 
Monster Prom,PC,27-Apr-18,BeautifulGlitch,"Adventure,General",Up to 4 
Always Sometimes Monsters,PC,21-May-14,VagabondDog,"General,Adventure,General",No Online Multiplayer
LEGO Pirates of the Caribbean: The Video Game,Wii,10-May-11,Traveller'sTales,"Action Adventure,Fantasy,General,Fantasy",02-Jan
Grand Slam Tennis 2,PlayStation3,14-Feb-12,EASports,"Sports,Traditional,Individual,Tennis,Tennis",Up to 4 
Marvel: Ultimate Alliance,Wii,14-Nov-06,VicariousVisions,"Role-Playing,Action RPG,Action RPG",No Online Multiplayer
Hard Reset,PC,13-Sep-11,FlyingWildHog,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info
Samurai Warriors 4-II,PlayStation4,29-Sep-15,OmegaForce,"Action,Beat-'Em-Up,3D",2
Worms Revolution,Xbox360,10-Oct-12,Team17,"Strategy,Turn-Based,Fantasy,Fantasy,Artillery",No info
Guitar Hero: Aerosmith,Wii,29-Jun-08,VicariousVisions,"Action,Miscellaneous,Rhythm,Music,Music",No info
The Eternal Castle Remastered,PC,05-Jan-19,LeonardMenchiari,"Adventure,General",No Online Multiplayer
Get Even,XboxOne,23-Jun-17,TheFarm51,"Modern,Action,Shooter,First-Person,Arcade",No info
Warhammer: End Times - Vermintide,PlayStation4,04-Oct-16,FatsharkAB,"Action,Shooter,First-Person,Tactical",Up to 4 
Tomb Raider: Anniversary,Wii,13-Nov-07,CrystalDynamics,"Action Adventure,Modern,Modern,Linear",No Online Multiplayer
The Surge,PlayStation4,16-May-17,Deck13,"Role-Playing,Action RPG",No Online Multiplayer
Metal Slug Anthology,Wii,14-Dec-06,TerminalReality,"Miscellaneous,Compilation,Compilation",No Online Multiplayer
The Almost Gone,Switch,25-Jun-20,HappyVolcano,"Adventure,General",No Online Multiplayer
Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy - Deluxe Edition,Switch,08-Nov-19,Level5,"Puzzle,General",No Online Multiplayer
Gas Guzzlers Extreme,PC,08-Oct-13,Gamepires,"Simulation,Driving,Car Combat,Vehicle,Combat",No info
Worms Clan Wars,PC,15-Aug-13,Team17,"Strategy,Turn-Based,General,General,Artillery",No info
CastleStorm,PC,29-Jul-13,ZenStudios,"Strategy,General,General",No info
Crusader Kings,PC,28-Sep-04,ParadoxDevelopmentStudio,"Strategy,Real-Time,Historic,General,Historic",08-Jan
Samurai Warriors,PlayStation2,06-May-04,OmegaForce,"Action,Beat-'Em-Up",02-Jan
NFL Blitz Pro,PlayStation2,28-Oct-03,Midway,"Sports,Traditional,Football,Arcade",04-Jan
Lethal Skies II,PlayStation2,09-Sep-03,"AsmikAceEntertainment,Inc","Simulation,Flight,Modern Jet",02-Jan
Drome Racers,GameBoyAdvance,19-Jun-03,MobiusEntertainment,"Driving,Racing,Rally / Offroad",04-Jan
Mobile Suit Gundam: Federation vs. Zeon,PlayStation2,09-Sep-02,Capcom,"Simulation,Sci-Fi,Mech",02-Jan
Outtrigger,Dreamcast,24-Jul-01,SegaAM2,"Action,General",No info
Disney's Atlantis: The Lost Empire,PlayStation,14-Jun-01,EurocomEntertainmentSoftware,"Adventure,General",1 Player
Oni,PC,28-Jan-01,Bungie,"Action,Beat-'Em-Up,Beat-'Em-Up,3D",No Online Multiplayer
Gungriffon Blaze,PlayStation2,24-Oct-00,GameArts,"Simulation,Sci-Fi,Mech",1 Player
Steel Division 2,PC,20-Jun-19,EugenSystems,"Strategy,Real-Time,Tactics",Online Multiplayer
Gunvalkyrie,Xbox,18-Mar-02,Smilebit,"Action,Shooter,Third-Person,Sci-Fi",1 Player
The Matrix: Path of Neo,Xbox,07-Nov-05,ShinyEntertainment,"Action Adventure,Sci-Fi",No info
eFootball PES 2021,PlayStation4,15-Sep-20,Konami,"Sports,Team,Soccer,Sim",Up to 22 
My Time At Portia,PC,15-Jan-19,PatheaGames,"Simulation,Virtual,Virtual Life",No Online Multiplayer
Hatsune Miku: Project Diva F,PlayStation3,27-Aug-13,Sega,"Action,Miscellaneous,Rhythm,Music,Music",No info
Medal of Honor: European Assault,PlayStation2,07-Jun-05,EALA,"Action,Shooter,First-Person,Historic",04-Jan
Time of Defiance,PC,28-Sep-04,NicelyCrafted,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",Massively Multiplayer
Shadow Hearts,PlayStation2,11-Dec-01,Sacnoth,"Role-Playing,Console-style RPG",1 Player
